1,Wed Jan 09 00:15:57 GMT+03:00 2019,INFO,4,?,35,26,?,X,X,123,43,CREATION,10,0
1,Wed Jan 09 00:20:56 GMT+03:00 2019,INFO,29,WhatsApp Image 2018-12-26 at 13.28.34.jpeg,1,1,10.10,X,X,10,20,CREATION,1,0
